,apparentTemperature,cloudCover,created_at,dewPoint,humidity,icon,location,num_tweets,precipIntensity,precipProbability,precipType,precipTypeNone,precipTypeRain,precipTypeSnow,pressure,sentiment_average,sentiment_percent_positive,temperature,time,timeHour,visibility,windBearing,windSpeed
122,33.78,0.41,{u'$date': 1511708449000},23.41,0.58,partly-cloudy-day,Chicago,34.0,0.0,0.0,NoPrecip,True,False,False,1023.71,0.0144736227824,0.517647058824,36.74,1511712000,2017-11-26 10,10.0,239,3.77
123,36.29,0.03,{u'$date': 1511658576000},35.63,0.79,clear-day,Chicago,49.0,0.0,0.0,NoPrecip,True,False,False,1011.87,0.155773202138,0.621088435374,41.6,1511618400,2017-11-25 20,10.0,282,8.5
124,37.54,0.1,{u'$date': 1511661683000},34.81,0.71,clear-day,Chicago,36.0,0.0,0.0,NoPrecip,True,False,False,1012.88,0.210139339827,0.597222222222,43.72,1511622000,2017-11-25 21,10.0,292,11.95
125,39.54,0.05,{u'$date': 1511665231000},34.22,0.65,clear-day,Chicago,53.0,0.0,0.0,NoPrecip,True,False,False,1013.49,0.137427733936,0.627358490566,45.32,1511625600,2017-11-25 22,10.0,299,11.96
126,41.27,0.05,{u'$date': 1511668810000},33.56,0.6,clear-day,Chicago,46.0,0.0,0.0,NoPrecip,True,False,False,1014.04,0.199930006588,0.642663043478,46.56,1511629200,2017-11-25 23,10.0,299,11.42
127,39.68,0.16,{u'$date': 1511715628000},26.86,0.52,clear-day,Chicago,53.0,0.0,0.0,NoPrecip,True,False,False,1021.78,0.185824893136,0.628419811321,43.13,1511719200,2017-11-26 12,10.0,242,5.69
128,28.59,0.05,{u'$date': 1511719214000},24.32,0.72,clear-night,Chicago,50.0,0.0,0.0,NoPrecip,True,False,False,1022.84,0.108472718254,0.5432,32.43,1511679600,2017-11-26 13,10.0,312,3.98
129,25.65,0.75,{u'$date': 1509490800000},20.01,0.54,partly-cloudy-night,Chicago,665.0,0.0,0.0,NoPrecip,True,False,False,1019.05,0.238815654701,0.696842105263,35.03,1509451200,2017-10-31 19,10.0,283,14.49
130,38.98,1.0,{u'$date': 1509382807000},27.28,0.51,cloudy,Chicago,631.0,0.0,0.0,NoPrecip,True,False,False,1005.77,0.191487217578,0.670612123613,44.12,1509343200,2017-10-30 13,10.0,233,9.42
131,38.81,0.0,{u'$date': 1509354014000},34.84,0.7,clear-night,Chicago,71.0,0.0,0.0,NoPrecip,True,False,False,1004.14,0.177549438042,0.628169014085,43.94,1509357600,2017-10-30 05,10.0,248,9.31
132,38.82,1.0,{u'$date': 1509350545000},31.95,0.62,cloudy,Chicago,68.0,0.0,0.0,NoPrecip,True,False,False,1003.96,0.0905955298786,0.573039215686,43.99,1509354000,2017-10-30 04,10.0,224,9.42
133,37.89,0.75,{u'$date': 1509361209000},37.82,0.79,partly-cloudy-night,Chicago,188.0,0.0,0.0,NoPrecip,True,False,False,1003.77,0.172036889677,0.633704061896,43.95,1509364800,2017-10-30 07,9.85,267,11.75
134,37.75,0.0,{u'$date': 1509357626000},37.23,0.77,clear-night,Chicago,96.0,0.0,0.0,NoPrecip,True,False,False,1004.06,0.228132783377,0.671440972222,43.95,1509361200,2017-10-30 06,10.0,267,12.17
135,38.98,1.0,{u'$date': 1509339606000},27.28,0.51,cloudy,Chicago,702.0,0.0,0.0,NoPrecip,True,False,False,1005.77,0.0380439771991,0.516809116809,44.12,1509343200,2017-10-30 01,10.0,233,9.42
136,42.21,0.31,{u'$date': 1509336000000},31.24,0.51,partly-cloudy-day,Chicago,664.0,0.0,0.0,NoPrecip,True,False,False,1005.68,0.127663250587,0.621385542169,48.29,1509382800,2017-10-30 00,10.0,271,16.02
137,39.25,0.0,{u'$date': 1509346838000},30.24,0.58,clear-night,Chicago,116.0,0.0,0.0,NoPrecip,True,False,False,1004.63,0.137901723516,0.690517241379,44.08,1509350400,2017-10-30 03,10.0,235,8.67
138,39.41,0.0,{u'$date': 1509343216000},28.17,0.53,clear-night,Chicago,244.0,0.0,0.0,NoPrecip,True,False,False,1005.0,0.138485309741,0.619262295082,44.09,1509346800,2017-10-30 02,10.0,224,8.33
139,39.09,0.31,{u'$date': 1509368407000},38.44,0.77,partly-cloudy-day,Chicago,551.0,0.0,0.0,NoPrecip,True,False,False,1004.71,0.231565431233,0.697096188748,45.31,1509372000,2017-10-30 09,9.89,271,13.42
140,38.49,0.0,{u'$date': 1509364813000},38.45,0.8,clear-day,Chicago,306.0,0.0,0.0,NoPrecip,True,False,False,1004.42,0.180188684848,0.662962962963,44.34,1509368400,2017-10-30 08,9.72,268,11.46
141,41.02,0.0,{u'$date': 1510779605000},38.23,0.71,clear-night,Chicago,619.0,0.0049,0.09,rain,False,True,False,1013.06,0.207138730989,0.702019386107,47.03,1510740000,2017-11-15 16,9.54,181,14.31
142,38.89,0.0,{u'$date': 1510783204000},39.67,0.8,clear-night,Chicago,657.0,0.0092,0.72,rain,False,True,False,1012.23,0.184369409605,0.679604261796,45.56,1510743600,2017-11-15 17,7.93,181,15.26
143,41.85,0.0,{u'$date': 1510772402000},37.12,0.66,clear-night,Chicago,570.0,0.0011,0.04,rain,False,True,False,1015.84,0.237608137038,0.720779727096,47.78,1510732800,2017-11-15 14,9.81,189,14.79
144,41.29,1.0,{u'$date': 1510776002000},37.44,0.68,cloudy,Chicago,600.0,0.001,0.1,rain,False,True,False,1014.48,0.205810130529,0.723583333333,47.37,1510736400,2017-11-15 15,9.66,186,14.95
145,42.45,1.0,{u'$date': 1510765206000},46.25,0.96,cloudy,Chicago,609.0,0.0045,0.45,rain,False,True,False,1007.64,0.262843910747,0.762148081803,47.36,1510768800,2017-11-15 12,3.64,242,10.89
146,42.63,0.0,{u'$date': 1510768811000},36.55,0.64,clear-night,Chicago,620.0,0.0,0.0,NoPrecip,True,False,False,1016.19,0.216382009002,0.703483870968,48.17,1510729200,2017-11-15 13,9.85,185,13.73
147,39.83,0.0,{u'$date': 1510758019000},44.18,0.95,clear-day,Chicago,575.0,0.0172,0.56,rain,False,True,False,1009.27,0.218647200392,0.712,45.52,1510761600,2017-11-15 10,2.42,210,11.9
148,41.11,0.0,{u'$date': 1510761600000},45.29,0.97,clear-day,Chicago,575.0,0.005,0.5,rain,False,True,False,1008.54,0.234280980751,0.74847826087,46.2,1510765200,2017-11-15 11,2.72,221,10.6
149,37.99,1.0,{u'$date': 1510786806000},40.87,0.86,rain,Chicago,683.0,0.0253,0.66,rain,False,True,False,1011.52,0.200428643516,0.69019033675,44.77,1510747200,2017-11-15 18,5.87,185,14.86
150,37.18,0.0,{u'$date': 1510790401000},41.83,0.92,clear-day,Chicago,629.0,0.0197,0.87,rain,False,True,False,1011.49,0.2146955361,0.713513513514,43.93,1510750800,2017-11-15 19,4.58,193,13.91
151,27.66,1.0,{u'$date': 1509469200000},23.36,0.56,wind,Chicago,684.0,0.0,0.0,NoPrecip,True,False,False,1014.4,0.245792165634,0.721052631579,37.8,1509429600,2017-10-31 13,10.0,265,19.75
152,37.89,0.75,{u'$date': 1509404405000},37.82,0.79,partly-cloudy-night,Chicago,616.0,0.0,0.0,NoPrecip,True,False,False,1003.77,0.21225670113,0.693831168831,43.95,1509364800,2017-10-30 19,9.85,267,11.75
153,31.21,1.0,{u'$date': 1509523250000},27.12,0.68,cloudy,Chicago,86.0,0.0,0.0,NoPrecip,True,False,False,1017.99,0.11439446374,0.561046511628,36.74,1509526800,2017-11-01 04,10.0,172,7.0
154,31.58,0.0,{u'$date': 1509526815000},27.36,0.68,clear-night,Chicago,71.0,0.0,0.0,NoPrecip,True,False,False,1017.92,0.166693929603,0.642253521127,36.98,1509530400,2017-11-01 05,10.0,177,6.87
155,31.84,0.0,{u'$date': 1509530407000},27.29,0.67,clear-night,Chicago,87.0,0.0,0.0,NoPrecip,True,False,False,1017.42,0.206142658799,0.664878671775,37.4,1509534000,2017-11-01 06,10.0,172,7.27
156,31.57,1.0,{u'$date': 1509534003000},27.34,0.66,cloudy,Chicago,134.0,0.0,0.0,NoPrecip,True,False,False,1017.27,0.277514628562,0.735820895522,37.56,1509537600,2017-11-01 07,10.0,170,8.09
157,36.0,0.23,{u'$date': 1509508809000},33.12,0.69,clear-day,Chicago,426.0,0.0,0.0,NoPrecip,True,False,False,1016.23,0.190811981792,0.670965375587,42.5,1509555600,2017-11-01 00,9.91,164,11.94
158,31.52,1.0,{u'$date': 1509512407000},25.33,0.62,cloudy,Chicago,354.0,0.0,0.0,NoPrecip,True,False,False,1019.1,0.155371688888,0.63418079096,36.96,1509516000,2017-11-01 01,10.0,178,6.93
159,31.51,0.0,{u'$date': 1509516003000},25.88,0.64,clear-night,Chicago,184.0,0.0,0.0,NoPrecip,True,False,False,1018.55,0.140967493092,0.65652173913,36.8,1509519600,2017-11-01 02,10.0,172,6.65
160,32.15,0.0,{u'$date': 1509519625000},26.13,0.64,clear-night,Chicago,102.0,0.0,0.0,NoPrecip,True,False,False,1018.29,0.209453705725,0.701470588235,37.04,1509523200,2017-11-01 03,10.0,173,6.12
161,30.95,0.0,{u'$date': 1509537623000},27.74,0.66,clear-day,Chicago,303.0,0.0,0.0,NoPrecip,True,False,False,1017.71,0.185081048283,0.656930693069,37.9,1509541200,2017-11-01 08,10.0,177,10.21
162,31.95,0.31,{u'$date': 1509541200000},29.23,0.69,partly-cloudy-day,Chicago,530.0,0.0,0.0,NoPrecip,True,False,False,1017.73,0.218504089497,0.700943396226,38.68,1509544800,2017-11-01 09,10.0,174,10.14
163,29.08,0.03,{u'$date': 1510707600000},33.53,0.87,clear-day,Chicago,674.0,0.0,0.0,NoPrecip,True,False,False,1027.31,0.180160617301,0.664008407517,36.99,1510668000,2017-11-14 20,5.61,185,11.93
164,33.55,0.41,{u'$date': 1510711201000},34.63,0.81,partly-cloudy-day,Chicago,744.0,0.0,0.0,NoPrecip,True,False,False,1027.16,0.175581900886,0.669086021505,40.05,1510671600,2017-11-14 21,7.49,183,10.37
165,37.04,0.11,{u'$date': 1510714802000},35.16,0.71,clear-day,Chicago,681.0,0.0,0.0,NoPrecip,True,False,False,1026.23,0.201046058519,0.684544787078,43.84,1510675200,2017-11-14 22,9.12,172,13.99
166,38.94,0.16,{u'$date': 1510718411000},35.26,0.67,clear-day,Chicago,626.0,0.0,0.0,NoPrecip,True,False,False,1025.22,0.149155369572,0.645553780618,45.57,1510678800,2017-11-14 23,9.48,181,15.13
167,30.9,0.94,{u'$date': 1510905606000},30.85,0.8,cloudy,Chicago,190.0,0.0,0.0,NoPrecip,True,False,False,1023.08,0.267902306469,0.730427631579,36.45,1510909200,2017-11-17 03,9.77,166,6.95
168,32.09,1.0,{u'$date': 1510902000000},30.94,0.79,cloudy,Chicago,224.0,0.0,0.0,NoPrecip,True,False,False,1023.28,0.18241598563,0.65,36.68,1510905600,2017-11-17 02,9.78,163,5.61
169,32.29,1.0,{u'$date': 1510898405000},30.89,0.79,cloudy,Chicago,420.0,0.0,0.0,NoPrecip,True,False,False,1022.9,0.195859530512,0.680803571429,36.84,1510902000,2017-11-17 01,9.81,161,5.6
170,36.88,0.73,{u'$date': 1510894801000},32.5,0.67,partly-cloudy-day,Chicago,531.0,0.0,0.0,NoPrecip,True,False,False,1013.78,0.116597174628,0.61924328026,42.52,1510941600,2017-11-17 00,9.78,157,9.71
171,27.87,0.24,{u'$date': 1510920001000},30.68,0.85,clear-day,Chicago,227.0,0.0,0.0,NoPrecip,True,False,False,1020.39,0.220084974273,0.678707782673,34.86,1510923600,2017-11-17 07,8.54,159,8.82
172,28.95,0.34,{u'$date': 1510916420000},30.71,0.83,partly-cloudy-night,Chicago,110.0,0.0001,0.01,rain,False,True,False,1021.5,0.360753425655,0.775,35.4,1510920000,2017-11-17 06,9.32,167,8.05
173,29.09,0.37,{u'$date': 1510912814000},30.84,0.81,partly-cloudy-night,Chicago,61.0,0.0,0.0,NoPrecip,True,False,False,1021.67,0.214845984977,0.705737704918,35.95,1510916400,2017-11-17 05,9.69,167,9.04
174,29.25,0.51,{u'$date': 1510909202000},30.88,0.81,partly-cloudy-night,Chicago,97.0,0.0,0.0,NoPrecip,True,False,False,1022.12,0.182792654081,0.673195876289,36.1,1510912800,2017-11-17 04,9.76,168,9.09
175,29.69,0.77,{u'$date': 1510927201000},31.47,0.8,partly-cloudy-day,Chicago,577.0,0.0,0.0,NoPrecip,True,False,False,1018.91,0.250383339194,0.732235701906,37.07,1510930800,2017-11-17 09,9.79,164,10.74
176,28.58,0.46,{u'$date': 1510923628000},31.16,0.84,partly-cloudy-day,Chicago,321.0,0.0,0.0,NoPrecip,True,False,False,1020.07,0.253560059597,0.751401869159,35.54,1510927200,2017-11-17 08,9.42,166,9.06
177,27.73,1.0,{u'$date': 1510887609000},26.73,0.73,cloudy,Chicago,786.0,0.0016,0.01,snow,False,False,True,1024.21,0.162857483881,0.653784987277,34.52,1510848000,2017-11-16 22,10.0,326,8.33
178,29.63,1.0,{u'$date': 1510891202000},27.14,0.72,cloudy,Chicago,696.0,0.0003,0.01,rain,False,True,False,1024.31,0.170306505938,0.659770114943,35.24,1510851600,2017-11-16 23,9.98,326,6.66
179,25.85,1.0,{u'$date': 1510880403000},26.41,0.74,cloudy,Chicago,712.0,0.0,0.0,NoPrecip,True,False,False,1022.76,0.202356845243,0.685744382022,33.67,1510840800,2017-11-16 20,10.0,322,9.9
180,26.4,1.0,{u'$date': 1510884000000},26.48,0.73,cloudy,Chicago,750.0,0.0,0.0,NoPrecip,True,False,False,1023.53,0.18515229983,0.664844444444,34.06,1510844400,2017-11-16 21,10.0,329,9.77
181,16.15,0.07,{u'$date': 1511391615000},15.54,0.72,clear-night,Chicago,481.0,0.0,0.0,NoPrecip,True,False,False,1027.86,0.226912992461,0.717572517573,23.13,1511352000,2017-11-22 18,10.0,314,5.5
182,15.54,0.05,{u'$date': 1511395204000},15.82,0.75,clear-day,Chicago,454.0,0.0,0.0,NoPrecip,True,False,False,1028.43,0.163599450484,0.647877452944,22.62,1511355600,2017-11-22 19,10.0,294,5.5
183,26.58,0.07,{u'$date': 1511370006000},16.33,0.52,clear-day,Chicago,261.0,0.0004,0.01,snow,False,False,True,1028.4,0.256282977789,0.712883141762,31.97,1511373600,2017-11-22 12,10.0,270,5.53
184,18.24,0.0,{u'$date': 1511373714000},16.1,0.65,clear-night,Chicago,44.0,0.0,0.0,NoPrecip,True,False,False,1024.39,0.279503855519,0.715909090909,26.13,1511334000,2017-11-22 13,10.0,320,7.25
185,18.13,0.01,{u'$date': 1511377211000},16.04,0.67,clear-night,Chicago,289.0,0.0,0.0,NoPrecip,True,False,False,1025.32,0.191192852707,0.63598615917,25.58,1511337600,2017-11-22 14,10.0,314,6.53
186,16.98,0.21,{u'$date': 1511380817000},16.0,0.68,clear-night,Chicago,492.0,0.0,0.0,NoPrecip,True,False,False,1026.01,0.22568469129,0.684552845528,24.98,1511341200,2017-11-22 15,10.0,319,7.07
187,17.05,0.09,{u'$date': 1511384403000},15.7,0.69,clear-night,Chicago,524.0,0.0,0.0,NoPrecip,True,False,False,1026.63,0.231235051134,0.714694656489,24.29,1511344800,2017-11-22 16,9.76,314,6.0
188,16.22,0.03,{u'$date': 1511388012000},15.69,0.71,clear-night,Chicago,453.0,0.0,0.0,NoPrecip,True,False,False,1027.33,0.244571355975,0.718225717439,23.64,1511348400,2017-11-22 17,9.76,316,6.05
189,43.61,0.13,{u'$date': 1511640371000},39.71,0.72,clear-night,Chicago,43.0,0.0001,0.01,rain,False,True,False,1006.72,0.234780844156,0.662790697674,48.37,1511600400,2017-11-25 15,10.0,308,11.22
190,50.23,0.04,{u'$date': 1511636402000},42.35,0.74,clear-night,Chicago,72.0,0.0001,0.01,rain,False,True,False,1005.24,0.217567665745,0.702777777778,50.23,1511596800,2017-11-25 14,10.0,310,10.47
191,40.56,0.0,{u'$date': 1511647297000},37.55,0.77,clear-night,Chicago,42.0,0.0,0.0,NoPrecip,True,False,False,1008.87,0.208501683502,0.657142857143,44.43,1511607600,2017-11-25 17,10.0,280,6.84
192,42.39,0.02,{u'$date': 1511643787000},38.28,0.74,clear-night,Chicago,39.0,0.0001,0.01,rain,False,True,False,1007.81,0.251948976949,0.651282051282,45.99,1511604000,2017-11-25 16,10.0,294,6.92
193,41.27,0.05,{u'$date': 1511625622000},33.56,0.6,clear-day,Chicago,63.0,0.0,0.0,NoPrecip,True,False,False,1014.04,0.247659317094,0.711904761905,46.56,1511629200,2017-11-25 11,10.0,299,11.42
194,39.54,0.05,{u'$date': 1511622063000},34.22,0.65,clear-day,Chicago,37.0,0.0,0.0,NoPrecip,True,False,False,1013.49,0.16917042042,0.690540540541,45.32,1511625600,2017-11-25 10,10.0,299,11.96
195,39.19,1.0,{u'$date': 1509804002000},43.09,0.95,rain,Chicago,431.0,0.033,0.87,rain,False,True,False,1017.25,0.230906404463,0.703596287703,44.54,1509807600,2017-11-04 10,2.19,88,10.21
196,39.21,0.0,{u'$date': 1509807609000},43.52,0.96,clear-day,Chicago,529.0,0.0175,0.21,rain,False,True,False,1016.84,0.188946305939,0.69584120983,44.66,1509811200,2017-11-04 11,3.3,92,10.55
197,40.09,0.0,{u'$date': 1509811208000},44.14,0.96,clear-day,Chicago,582.0,0.0165,0.23,rain,False,True,False,1015.93,0.218676827385,0.705326460481,45.34,1509814800,2017-11-04 12,2.62,99,10.46
198,39.38,0.14,{u'$date': 1509814800000},37.81,0.74,clear-night,Chicago,598.0,0.0,0.0,NoPrecip,True,False,False,1023.96,0.204901239368,0.683277591973,45.53,1509775200,2017-11-04 13,9.91,110,13.38
199,38.41,0.0,{u'$date': 1509818401000},37.66,0.77,clear-night,Chicago,582.0,0.0,0.0,NoPrecip,True,False,False,1023.5,0.202331355166,0.685309278351,44.5,1509778800,2017-11-04 14,9.96,112,12.28
200,37.68,0.0,{u'$date': 1509822001000},38.25,0.78,clear-night,Chicago,579.0,0.0,0.0,NoPrecip,True,False,False,1022.12,0.229778939871,0.697351755901,44.71,1509782400,2017-11-04 15,10.0,118,15.73
201,50.29,1.0,{u'$date': 1509926401000},50.05,0.99,fog,Chicago,621.0,0.0,0.0,NoPrecip,True,False,False,1008.18,0.170204160206,0.650724637681,50.29,1509883200,2017-11-05 19,1.7,333,3.04
202,37.24,0.31,{u'$date': 1509829220000},38.24,0.78,wind,Chicago,521.0,0.0,0.0,NoPrecip,True,False,False,1020.3,0.184382530935,0.675719769674,44.73,1509789600,2017-11-04 17,9.84,122,17.52
203,49.75,0.7,{u'$date': 1509919201000},49.44,0.99,fog,Chicago,605.0,0.0,0.0,NoPrecip,True,False,False,1008.62,0.173540459918,0.656253443526,49.75,1509876000,2017-11-05 17,1.91,27,2.95
204,50.04,1.0,{u'$date': 1509915605000},49.59,0.98,cloudy,Chicago,618.0,0.0,0.0,NoPrecip,True,False,False,1008.84,0.179376705348,0.687675296656,50.04,1509872400,2017-11-05 16,2.05,358,3.38
205,50.59,0.0,{u'$date': 1509912009000},50.17,0.98,clear-night,Chicago,650.0,0.0007,0.07,rain,False,True,False,1010.0,0.161321218004,0.643076923077,50.59,1509868800,2017-11-05 15,2.2,333,2.27
206,50.55,0.7,{u'$date': 1509908400000},50.22,0.99,fog,Chicago,649.0,0.0007,0.07,rain,False,True,False,1009.98,0.196140010276,0.665100154083,50.55,1509865200,2017-11-05 14,1.94,296,0.97
207,50.57,1.0,{u'$date': 1509904805000},50.15,0.98,fog,Chicago,647.0,0.0045,0.45,rain,False,True,False,1010.29,0.233112859208,0.728170309855,50.57,1509861600,2017-11-05 13,1.53,305,2.92
208,51.16,0.0,{u'$date': 1509901212000},50.12,0.96,clear-day,Chicago,595.0,0.0037,0.21,rain,False,True,False,1007.94,0.19922220028,0.698403361345,51.16,1509901200,2017-11-05 12,3.68,331,2.03
209,50.66,0.0,{u'$date': 1509897606000},49.82,0.97,clear-day,Chicago,579.0,0.002,0.16,rain,False,True,False,1008.22,0.244832798668,0.713644214162,50.66,1509897600,2017-11-05 11,3.29,319,3.21
210,50.91,1.0,{u'$date': 1509894001000},50.12,0.97,fog,Chicago,468.0,0.0,0.0,NoPrecip,True,False,False,1007.72,0.237318852058,0.721367521368,50.91,1509894000,2017-11-05 10,1.94,339,3.4
211,29.76,0.07,{u'$date': 1511564408000},28.56,0.75,clear-night,Chicago,232.0,0.0,0.0,NoPrecip,True,False,False,1008.82,0.175199626463,0.600862068966,35.76,1511524800,2017-11-24 18,9.86,197,7.42
212,30.64,0.03,{u'$date': 1511568072000},29.04,0.73,clear-day,Chicago,58.0,0.0,0.0,NoPrecip,True,False,False,1008.62,0.168998470698,0.659482758621,36.75,1511528400,2017-11-24 19,10.0,203,7.97
213,29.24,0.02,{u'$date': 1511557310000},28.03,0.77,clear-night,Chicago,46.0,0.0,0.0,NoPrecip,True,False,False,1010.11,0.15310751145,0.597826086957,34.61,1511517600,2017-11-24 16,9.78,208,6.13
214,29.69,0.02,{u'$date': 1511560964000},28.29,0.76,clear-night,Chicago,426.0,0.0,0.0,NoPrecip,True,False,False,1009.98,0.195203193311,0.666498993964,34.94,1511521200,2017-11-24 17,9.84,201,6.07
215,28.99,0.0,{u'$date': 1511550003000},27.66,0.77,clear-night,Chicago,466.0,0.0,0.0,NoPrecip,True,False,False,1011.13,0.197227877612,0.669206008584,34.24,1511510400,2017-11-24 14,9.77,197,5.87
216,28.8,0.0,{u'$date': 1511553610000},27.92,0.77,clear-night,Chicago,365.0,0.0,0.0,NoPrecip,True,False,False,1010.58,0.206148372176,0.688184931507,34.46,1511514000,2017-11-24 15,9.77,198,6.49
217,56.01,0.05,{u'$date': 1511542803000},36.13,0.47,clear-day,Chicago,413.0,0.0012,0.01,rain,False,True,False,1002.59,0.220246217371,0.672669491525,56.01,1511546400,2017-11-24 12,10.0,194,13.39
218,29.45,0.0,{u'$date': 1511546400000},27.53,0.76,clear-night,Chicago,475.0,0.0,0.0,NoPrecip,True,False,False,1011.5,0.200314686873,0.696052631579,34.15,1511506800,2017-11-24 13,9.77,189,5.17
219,43.61,0.03,{u'$date': 1511535600000},33.01,0.55,clear-day,Chicago,331.0,0.0004,0.01,rain,False,True,False,1006.06,0.275962049836,0.733232628399,48.53,1511539200,2017-11-24 10,10.0,193,11.87
220,52.7,0.02,{u'$date': 1511539200000},34.55,0.5,clear-day,Chicago,354.0,0.0007,0.01,rain,False,True,False,1004.64,0.251888577659,0.70197740113,52.7,1511542800,2017-11-24 11,10.0,192,12.25
221,36.35,0.04,{u'$date': 1511654595000},35.98,0.81,clear-day,Chicago,43.0,0.0,0.0,NoPrecip,True,False,False,1010.81,0.169819221073,0.60906741837,41.32,1511614800,2017-11-25 19,10.0,280,7.71
222,38.3,0.06,{u'$date': 1511650966000},37.07,0.79,clear-night,Chicago,51.0,0.0,0.0,NoPrecip,True,False,False,1009.96,0.126008327185,0.663725490196,42.99,1511611200,2017-11-25 18,9.94,277,7.85
223,26.0,0.0,{u'$date': 1509494400000},20.94,0.56,clear-day,Chicago,733.0,0.0,0.0,NoPrecip,True,False,False,1020.17,0.231448907607,0.694974988631,34.99,1509454800,2017-10-31 20,10.0,279,13.38
224,25.69,0.0,{u'$date': 1509498014000},20.52,0.55,clear-day,Chicago,697.0,0.0,0.0,NoPrecip,True,False,False,1020.79,0.201836220155,0.684959349593,35.16,1509458400,2017-10-31 21,10.0,280,14.83
225,26.97,0.75,{u'$date': 1509501603000},20.25,0.52,partly-cloudy-day,Chicago,767.0,0.0,0.0,NoPrecip,True,False,False,1021.72,0.151394003647,0.631747066493,35.92,1509462000,2017-10-31 22,10.0,270,13.98
226,28.07,0.0,{u'$date': 1509505200000},20.76,0.53,clear-day,Chicago,678.0,0.0,0.0,NoPrecip,True,False,False,1022.28,0.153664490098,0.636061946903,36.44,1509465600,2017-10-31 23,10.0,273,12.74
227,46.3,0.0,{u'$date': 1509613209000},47.2,0.98,clear-night,Chicago,54.0,0.0005,0.05,rain,False,True,False,1010.89,0.236244388328,0.743055555556,47.72,1509616800,2017-11-02 05,2.03,220,3.92
228,45.02,1.0,{u'$date': 1509609607000},46.57,0.98,cloudy,Chicago,71.0,0.0007,0.07,rain,False,True,False,1010.66,0.167784586306,0.714084507042,47.09,1509613200,2017-11-02 04,2.13,196,4.68
229,47.28,1.0,{u'$date': 1509620411000},47.55,0.98,cloudy,Chicago,206.0,0.0,0.0,NoPrecip,True,False,False,1011.23,0.28495800855,0.753203883495,48.21,1509624000,2017-11-02 07,3.05,226,3.4
230,47.21,0.0,{u'$date': 1509616845000},47.7,0.98,clear-night,Chicago,85.0,0.0,0.0,NoPrecip,True,False,False,1011.25,0.188660443723,0.655294117647,48.25,1509620400,2017-11-02 06,2.16,212,3.54
231,42.41,1.0,{u'$date': 1509598805000},44.33,0.97,fog,Chicago,338.0,0.0065,0.65,rain,False,True,False,1010.32,0.205482393263,0.675295857988,45.17,1509602400,2017-11-02 01,1.85,195,5.19
232,50.27,0.0,{u'$date': 1509595203000},48.45,0.93,clear-day,Chicago,835.0,0.0,0.0,NoPrecip,True,False,False,1012.65,0.272522761013,0.738443113772,50.27,1509642000,2017-11-02 00,4.84,92,4.6
